Provincia,Año,Trimestre,Accesos TV por suscripción,Variacion Trimestral
San Juan,2021,2,33726,-0.5777961205117643
San Juan,2021,3,34008,0.8361501512186509
San Juan,2021,4,33497,-1.5025876264408322
San Juan,2022,1,34474,2.9166791055915464
San Juan,2022,2,37356,8.35992342054881
San Luis,2014,1,16869,
San Luis,2014,2,55697,230.17369138656707
San Luis,2014,3,54824,-1.5674093757293894
San Luis,2014,4,55289,0.8481686852473302
San Luis,2015,1,55603,0.5679249036878886
San Luis,2015,2,55558,-0.08093088502418855
San Luis,2015,3,54728,-1.4939342668922606
San Luis,2015,4,54524,-0.37275252156117045
San Luis,2016,1,54984,0.8436651749688107
San Luis,2016,2,53963,-1.856903826567724
San Luis,2016,3,54078,0.21310898208031226
San Luis,2016,4,54337,0.47893783054107075
San Luis,2017,1,57104,5.092294385041507
San Luis,2017,2,54893,-3.871882880358646
San Luis,2017,3,62617,14.071010875703639
San Luis,2017,4,62682,0.10380567577494837
San Luis,2018,1,61967,-1.1406783446603508
San Luis,2018,2,57243,-7.623412461471424
San Luis,2018,3,55302,-3.3908076096640594
San Luis,2018,4,55183,-0.21518209106361486
San Luis,2019,1,53561,-2.9393110196980987
San Luis,2019,2,53561,0.0
San Luis,2019,3,49555,-7.479322641474207
San Luis,2019,4,48422,-2.2863485016648144
San Luis,2020,1,47659,-1.575730040064438
San Luis,2020,2,45905,-3.6803122180490533
San Luis,2020,3,45793,-0.24398213702211402
San Luis,2020,4,45791,-0.004367479745814862
San Luis,2021,1,45583,-0.4542377323054736
San Luis,2021,2,45688,0.23034903363094994
San Luis,2021,3,46357,1.464279460689899
San Luis,2021,4,46426,0.14884483465280596
San Luis,2022,1,46491,0.1400077542756284
San Luis,2022,2,47129,1.3723086188724753
Santa Cruz,2014,1,21133,
Santa Cruz,2014,2,46547,120.2574173094213
Santa Cruz,2014,3,43728,-6.056244226265928
Santa Cruz,2014,4,44012,0.6494694474936002
Santa Cruz,2015,1,54518,23.870762519312905
Santa Cruz,2015,2,54155,-0.6658351370189663
Santa Cruz,2015,3,54965,1.4957067676114821
Santa Cruz,2015,4,55004,0.0709542436095667
Santa Cruz,2016,1,54419,-1.0635590138899031
Santa Cruz,2016,2,51724,-4.952314448997597
Santa Cruz,2016,3,51191,-1.0304694145851
Santa Cruz,2016,4,50923,-0.5235295266746154
Santa Cruz,2017,1,50321,-1.1821770123519815
Santa Cruz,2017,2,50140,-0.35969078515927233
Santa Cruz,2017,3,47927,-4.41364180295174
Santa Cruz,2017,4,50206,4.755148454941893
Santa Cruz,2018,1,53152,5.86782456280126
Santa Cruz,2018,2,53338,0.34993979530404395
Santa Cruz,2018,3,56779,6.451310510330344
Santa Cruz,2018,4,56941,0.28531675443386195
Santa Cruz,2019,1,56833,-0.18967000930788513
Santa Cruz,2019,2,52539,-7.555469533545656
Santa Cruz,2019,3,48075,-8.496545423399759
Santa Cruz,2019,4,47954,-0.2516900676027056
Santa Cruz,2020,1,43321,-9.661342119531213
Santa Cruz,2020,2,43719,0.9187230211675557
Santa Cruz,2020,3,44577,1.9625334522747506
Santa Cruz,2020,4,44340,-0.5316643111918706
Santa Cruz,2021,1,44241,-0.2232746955345033
Santa Cruz,2021,2,42352,-4.269794986550934
Santa Cruz,2021,3,42248,-0.24556101246694384
Santa Cruz,2021,4,41732,-1.2213595909865593
Santa Cruz,2022,1,41803,0.17013323109364986
Santa Cruz,2022,2,42016,0.5095328086500928
Santa Fe,2014,1,546523,
Santa Fe,2014,2,650114,18.954554520120848
Santa Fe,2014,3,654067,0.6080472040288276
Santa Fe,2014,4,652071,-0.30516751341987947
Santa Fe,2015,1,604333,-7.320981917613267
Santa Fe,2015,2,611604,1.2031446239076704
Santa Fe,2015,3,613455,0.3026468106814173
Santa Fe,2015,4,613513,0.009454646225059982
Santa Fe,2016,1,610811,-0.44041446554514696
Santa Fe,2016,2,615206,0.7195351753652046
Santa Fe,2016,3,614627,-0.09411481682558565
Santa Fe,2016,4,617120,0.40561185889977924
Santa Fe,2017,1,612749,-0.7082901218563697
Santa Fe,2017,2,618927,1.0082431795074287
Santa Fe,2017,3,615939,-0.48277098914735195
Santa Fe,2017,4,628931,2.109299784556584
Santa Fe,2018,1,623481,-0.8665497487005736
Santa Fe,2018,2,615398,-1.2964308455269635
Santa Fe,2018,3,630700,2.486520918170032
Santa Fe,2018,4,599124,-5.006500713492946
Santa Fe,2019,1,599988,0.1442105473991928
Santa Fe,2019,2,603033,0.5075101502030055
Santa Fe,2019,3,655582,8.714116806211258
Santa Fe,2019,4,658150,0.3917130122547574
Santa Fe,2020,1,670943,1.9437818126566864
Santa Fe,2020,2,672663,0.2563556069591577
Santa Fe,2020,3,690129,2.596545372645731
Santa Fe,2020,4,684675,-0.7902870332937795
Santa Fe,2021,1,686902,0.3252638112973383
Santa Fe,2021,2,674967,-1.7375113189363245
Santa Fe,2021,3,824741,22.189825576657828
Santa Fe,2021,4,746848,-9.444540770981435
Santa Fe,2022,1,744319,-0.33862312009940165
Santa Fe,2022,2,750117,0.7789670826621409
Santiago Del Estero,2018,1,96378,
Santiago Del Estero,2018,2,96384,0.006225487144373432
Santiago Del Estero,2018,3,108875,12.959619853917669
Santiago Del Estero,2018,4,105239,-3.3396096440872602
Santiago Del Estero,2019,1,109220,3.782818156766976
Santiago Del Estero,2019,2,108956,-0.2417139718000394
Santiago Del Estero,2019,3,89673,-17.697969822680715
Santiago Del Estero,2019,4,89885,0.23641452834186616
Santiago Del Estero,2020,1,88946,-1.044668187127995
Santiago Del Estero,2020,2,90102,1.299664965259817
Santiago Del Estero,2020,3,91593,1.6547912365985296
Santiago Del Estero,2020,4,92329,0.8035548568122053
Santiago Del Estero,2021,1,159550,72.80594396126894
Santiago Del Estero,2021,2,161926,1.4891883422124774
Santiago Del Estero,2021,3,190674,17.7537887677087
Santiago Del Estero,2021,4,190841,0.08758404397033459
Santiago Del Estero,2022,1,145552,-23.731273678088037
Santiago Del Estero,2022,2,148501,2.0260800263823153
Santiago del Estero,2014,1,92972,
Santiago del Estero,2014,2,96849,4.170072710063244
Santiago del Estero,2014,3,97796,0.9778108189036461
Santiago del Estero,2014,4,98334,0.5501247494785089
Santiago del Estero,2015,1,98247,-0.08847397644762278
Santiago del Estero,2015,2,98712,0.4732968945616589
Santiago del Estero,2015,3,99599,0.8985736283329215
Santiago del Estero,2015,4,99921,0.32329641863875214
Santiago del Estero,2016,1,98890,-1.0318151339558268
Santiago del Estero,2016,2,99076,0.18808777429466517
Santiago del Estero,2016,3,99070,-0.006055957043082927
Santiago del Estero,2016,4,98021,-1.058847279701225
Santiago del Estero,2017,1,97561,-0.4692871935605636
Santiago del Estero,2017,2,97231,-0.33824991543751626
Santiago del Estero,2017,3,97936,0.7250773930125076
Santiago del Estero,2017,4,96330,-1.6398464303218452
Tierra Del Fuego,2018,1,40301,
Tierra Del Fuego,2018,2,41093,1.9652117813453662
Tierra Del Fuego,2018,3,46296,12.661523860511515
Tierra Del Fuego,2018,4,46184,-0.24192154829790757
Tierra Del Fuego,2019,1,45852,-0.7188636757318512
Tierra Del Fuego,2019,2,45811,-0.0894181278897288
Tierra Del Fuego,2019,3,42866,-6.428587020584575
Tierra Del Fuego,2019,4,41577,-3.007045210656467
Tierra Del Fuego,2020,1,41493,-0.2020347788440735
Tierra Del Fuego,2020,2,41920,1.0290892439688726
Tierra Del Fuego,2020,3,42403,1.1521946564885477
Tierra Del Fuego,2020,4,42442,0.09197462443695237
Tierra Del Fuego,2021,1,42034,-0.9613119080156496
Tierra Del Fuego,2021,2,42158,0.2949992862920414
Tierra Del Fuego,2021,3,42452,0.697376535888794
Tierra Del Fuego,2021,4,42441,-0.025911617827190092
Tierra Del Fuego,2022,1,42756,0.742206828302816
Tierra Del Fuego,2022,2,42480,-0.6455234353073269
Tierra del Fuego,2014,1,29886,
Tierra del Fuego,2014,2,34726,16.194873853978443
Tierra del Fuego,2014,3,35025,0.8610263203363555
Tierra del Fuego,2014,4,34741,-0.8108493932905025
Tierra del Fuego,2015,1,35399,1.8940157163006344
Tierra del Fuego,2015,2,36057,1.8588095708918395
Tierra del Fuego,2015,3,37053,2.7622930360262865
Tierra del Fuego,2015,4,37687,1.7110625320486905
Tierra del Fuego,2016,1,38875,3.152280627271997
Tierra del Fuego,2016,2,38086,-2.0295819935691295
Tierra del Fuego,2016,3,38592,1.328572178753351
Tierra del Fuego,2016,4,38707,0.2979892205638546
Tierra del Fuego,2017,1,38724,0.043919704446215846
Tierra del Fuego,2017,2,38896,0.4441689908067259
Tierra del Fuego,2017,3,39928,2.6532291238173578
Tierra del Fuego,2017,4,40083,0.38819875776396895
Tucumán,2014,1,111552,
Tucumán,2014,2,120165,7.721062822719449
Tucumán,2014,3,119720,-0.37032413764407357
Tucumán,2014,4,120037,0.26478449716003105
Tucumán,2015,1,119332,-0.5873189100027543
Tucumán,2015,2,121485,1.8042101029061675
Tucumán,2015,3,122680,0.9836605342223415
Tucumán,2015,4,125200,2.0541245516791706
Tucumán,2016,1,129189,3.1861022364217284
Tucumán,2016,2,124686,-3.4855908784803713
Tucumán,2016,3,125384,0.5598062332579534
Tucumán,2016,4,124208,-0.937918713711483
Tucumán,2017,1,124655,0.35988020095323314
Tucumán,2017,2,179233,43.78324174722232
Tucumán,2017,3,179573,0.1896972097772176
Tucumán,2017,4,117365,-34.64217894672361
Tucumán,2018,1,117582,0.18489328164272845
Tucumán,2018,2,119017,1.2204248949669205
Tucumán,2018,3,125823,5.718510800978005
Tucumán,2018,4,125380,-0.35208189281769053
Tucumán,2019,1,118638,-5.377253150422712
Tucumán,2019,2,117489,-0.9684923886107311
Tucumán,2019,3,109911,-6.4499655286877955
Tucumán,2019,4,113416,3.1889437817870903
Tucumán,2020,1,110406,-2.653946533117024
Tucumán,2020,2,97161,-11.996630617901205
Tucumán,2020,3,110110,13.327363859984963
Tucumán,2020,4,111110,0.9081827263645481
Tucumán,2021,1,110506,-0.5436054360543618
Tucumán,2021,2,114139,3.2876042929795624
Tucumán,2021,3,113366,-0.677244412514566
Tucumán,2021,4,110048,-2.926803450770077
Tucumán,2022,1,119507,8.595340215178826
Tucumán,2022,2,132544,10.908984410955004
