Provincia,Año,Trimestre,Accesos por cada 100 hogares,Variacion Trimestral
San Juan,2019,2,35.6,11.844172164624588
San Juan,2019,3,37.06,4.101123595505629
San Juan,2019,4,32.85,-11.359956826767403
San Juan,2020,1,32.39,-1.4003044140030507
San Juan,2020,2,35.09,8.335906143871563
San Juan,2020,3,38.79,10.544314619549722
San Juan,2020,4,36.32,-6.36762052075277
San Juan,2021,1,39.06,7.544052863436135
San Juan,2021,2,39.28,0.5632360471070186
San Juan,2021,3,39.46,0.45824847250508505
San Juan,2021,4,39.59,0.3294475418144982
San Juan,2022,1,43.55,10.002525890376335
San Luis,2014,1,9.35,
San Luis,2014,2,9.72,3.9572192513369187
San Luis,2014,3,9.71,-0.10288065843621075
San Luis,2014,4,9.79,0.8238928939237722
San Luis,2015,1,9.72,-0.7150153217568844
San Luis,2015,2,9.71,-0.10288065843621075
San Luis,2015,3,9.71,0.0
San Luis,2015,4,9.71,0.0
San Luis,2016,1,9.59,-1.2358393408856916
San Luis,2016,2,9.6,0.10427528675702735
San Luis,2016,3,9.63,0.31250000000000444
San Luis,2016,4,9.64,0.10384215991692258
San Luis,2017,1,9.55,-0.9336099585062207
San Luis,2017,2,9.51,-0.41884816753927634
San Luis,2017,3,15.48,62.77602523659307
San Luis,2017,4,10.59,-31.589147286821706
San Luis,2018,1,15.15,43.05949008498584
San Luis,2018,2,15.15,0.0
San Luis,2018,3,52.35,245.54455445544554
San Luis,2018,4,67.55,29.03533906399236
San Luis,2019,1,67.34,-0.31088082901553626
San Luis,2019,2,81.79,21.45827145827146
San Luis,2019,3,85.23,4.205893140970773
San Luis,2019,4,74.92,-12.096679572920333
San Luis,2020,1,76.31,1.8553123331553678
San Luis,2020,2,78.41,2.7519329052548835
San Luis,2020,3,79.96,1.9767886749139096
San Luis,2020,4,81.68,2.1510755377688984
San Luis,2021,1,81.24,-0.5386875612145126
San Luis,2021,2,83.48,2.7572624322993677
San Luis,2021,3,79.87,-4.324389075227597
San Luis,2021,4,80.3,0.5383748591460957
San Luis,2022,1,80.72,0.523038605230397
Santa Cruz,2014,1,28.94,
Santa Cruz,2014,2,29.38,1.520387007601931
Santa Cruz,2014,3,28.23,-3.91422736555479
Santa Cruz,2014,4,27.8,-1.52320226709175
Santa Cruz,2015,1,27.99,0.6834532374100588
Santa Cruz,2015,2,27.07,-3.2868881743479794
Santa Cruz,2015,3,27.61,1.9948282231252223
Santa Cruz,2015,4,27.74,0.47084389713871744
Santa Cruz,2016,1,26.87,-3.136265320836329
Santa Cruz,2016,2,26.73,-0.5210271678451783
Santa Cruz,2016,3,26.84,0.411522633744843
Santa Cruz,2016,4,27.05,0.7824143070044753
Santa Cruz,2017,1,26.52,-1.9593345656192307
Santa Cruz,2017,2,26.25,-1.0180995475113086
Santa Cruz,2017,3,33.29,26.81904761904761
Santa Cruz,2017,4,28.91,-13.157104235506157
Santa Cruz,2018,1,33.55,16.049809754410237
Santa Cruz,2018,2,33.33,-0.6557377049180246
Santa Cruz,2018,3,32.73,-1.8001800180018068
Santa Cruz,2018,4,23.69,-27.61992056217536
Santa Cruz,2019,1,23.67,-0.08442380751371159
Santa Cruz,2019,2,28.85,21.884241656104763
Santa Cruz,2019,3,35.63,23.50086655112651
Santa Cruz,2019,4,36.71,3.0311535223126462
Santa Cruz,2020,1,35.97,-2.0157995096703907
Santa Cruz,2020,2,35.79,-0.5004170141784781
Santa Cruz,2020,3,35.95,0.44705224923164977
Santa Cruz,2020,4,37.0,2.9207232267037364
Santa Cruz,2021,1,41.65,12.567567567567561
Santa Cruz,2021,2,44.01,5.666266506602646
Santa Cruz,2021,3,43.75,-0.5907748239036503
Santa Cruz,2021,4,43.05,-1.6000000000000014
Santa Cruz,2022,1,43.34,0.6736353077816615
Santa Fe,2014,1,47.85,
Santa Fe,2014,2,48.39,1.1285266457680132
Santa Fe,2014,3,49.2,1.673899566026038
Santa Fe,2014,4,50.0,1.6260162601625883
Santa Fe,2015,1,50.24,0.48000000000001375
Santa Fe,2015,2,51.18,1.8710191082802474
Santa Fe,2015,3,52.15,1.8952715904650308
Santa Fe,2015,4,52.61,0.8820709491850431
Santa Fe,2016,1,51.28,-2.5280364949629264
Santa Fe,2016,2,52.44,2.262090483619339
Santa Fe,2016,3,52.67,0.43859649122808264
Santa Fe,2016,4,52.19,-0.9113347256502813
Santa Fe,2017,1,51.97,-0.42153669285303064
Santa Fe,2017,2,52.27,0.5772561092938222
Santa Fe,2017,3,60.91,16.529558063898975
Santa Fe,2017,4,61.71,1.3134132326383163
Santa Fe,2018,1,62.28,0.923675255226053
Santa Fe,2018,2,62.57,0.46563904945406964
Santa Fe,2018,3,63.41,1.3424964040274823
Santa Fe,2018,4,65.59,3.437943542028088
Santa Fe,2019,1,66.97,2.1039792651318834
Santa Fe,2019,2,67.42,0.6719426608929435
Santa Fe,2019,3,68.87,2.150697122515588
Santa Fe,2019,4,69.48,0.8857267315231621
Santa Fe,2020,1,69.52,0.05757052389174788
Santa Fe,2020,2,70.0,0.6904487917146263
Santa Fe,2020,3,72.12,3.028571428571425
Santa Fe,2020,4,73.58,2.024403771491956
Santa Fe,2021,1,73.92,0.4620820875237852
Santa Fe,2021,2,75.07,1.5557359307359242
Santa Fe,2021,3,75.02,-0.06660450246436245
Santa Fe,2021,4,77.09,2.7592641962143505
Santa Fe,2022,1,77.3,0.2724088727461327
Santiago Del Estero,2014,1,16.31,
Santiago Del Estero,2014,2,16.7,2.391171060698971
Santiago Del Estero,2014,3,16.49,-1.2574850299401197
Santiago Del Estero,2014,4,17.27,4.7301394784718065
Santiago Del Estero,2015,1,17.06,-1.2159814707585426
Santiago Del Estero,2015,2,17.11,0.2930832356389246
Santiago Del Estero,2015,3,17.12,0.05844535359440517
Santiago Del Estero,2015,4,17.0,-0.7009345794392607
Santiago Del Estero,2016,1,16.21,-4.647058823529404
Santiago Del Estero,2016,2,15.89,-1.9740900678593465
Santiago Del Estero,2016,3,15.33,-3.524229074889873
Santiago Del Estero,2016,4,15.07,-1.6960208741030658
Santiago Del Estero,2017,1,14.7,-2.4552090245520963
Santiago Del Estero,2017,2,14.12,-3.9455782312925125
Santiago Del Estero,2017,3,35.12,148.72521246458925
Santiago Del Estero,2017,4,29.13,-17.05580865603644
Santiago Del Estero,2018,1,34.99,20.116718159972557
Santiago Del Estero,2018,2,35.26,0.7716490425835776
Santiago Del Estero,2018,3,36.25,2.80771412365286
Santiago Del Estero,2018,4,37.4,3.1724137931034457
Santiago Del Estero,2019,1,37.52,0.3208556149732811
Santiago Del Estero,2019,2,52.79,40.69829424307034
Santiago Del Estero,2019,3,55.3,4.754688387952255
Santiago Del Estero,2019,4,42.92,-22.38698010849909
Santiago Del Estero,2020,1,42.47,-1.0484622553588174
Santiago Del Estero,2020,2,43.47,2.3546032493524827
Santiago Del Estero,2020,3,43.38,-0.20703933747411307
Santiago Del Estero,2020,4,43.75,0.8529276164130906
Santiago Del Estero,2021,1,45.67,4.388571428571431
Santiago Del Estero,2021,2,46.56,1.9487628640245225
Santiago Del Estero,2021,3,47.0,0.9450171821305808
Santiago Del Estero,2021,4,47.05,0.10638297872340718
Santiago Del Estero,2022,1,47.17,0.25504782146652527
Tierra Del Fuego,2014,1,63.97,
Tierra Del Fuego,2014,2,64.36,0.6096607784899177
Tierra Del Fuego,2014,3,65.69,2.0665009322560657
Tierra Del Fuego,2014,4,66.14,0.6850357740904256
Tierra Del Fuego,2015,1,74.23,12.231629876020577
Tierra Del Fuego,2015,2,74.51,0.3772059814091344
Tierra Del Fuego,2015,3,74.86,0.46973560595893193
Tierra Del Fuego,2015,4,66.46,-11.220945765428814
Tierra Del Fuego,2016,1,65.83,-0.9479386096900355
Tierra Del Fuego,2016,2,67.72,2.871031444630101
Tierra Del Fuego,2016,3,68.94,1.8015357353809769
Tierra Del Fuego,2016,4,70.31,1.9872352770525126
Tierra Del Fuego,2017,1,68.92,-1.9769591807708764
Tierra Del Fuego,2017,2,68.46,-0.667440510737094
Tierra Del Fuego,2017,3,65.74,-3.9731229915279
Tierra Del Fuego,2017,4,59.89,-8.898691816245808
Tierra Del Fuego,2018,1,65.2,8.866254800467521
Tierra Del Fuego,2018,2,91.61,40.50613496932514
Tierra Del Fuego,2018,3,92.77,1.2662373103373037
Tierra Del Fuego,2018,4,93.59,0.8839064352700321
Tierra Del Fuego,2019,1,93.38,-0.2243829468960401
Tierra Del Fuego,2019,2,94.8,1.520668237309919
Tierra Del Fuego,2019,3,96.46,1.751054852320677
Tierra Del Fuego,2019,4,79.7,-17.37507775243623
Tierra Del Fuego,2020,1,76.07,-4.55457967377667
Tierra Del Fuego,2020,2,76.37,0.39437360326017856
Tierra Del Fuego,2020,3,76.81,0.5761424643184521
Tierra Del Fuego,2020,4,76.27,-0.7030334591850096
Tierra Del Fuego,2021,1,77.35,1.4160220270093005
Tierra Del Fuego,2021,2,67.89,-12.230122818358103
Tierra Del Fuego,2021,3,94.95,39.85859478568272
Tierra Del Fuego,2021,4,98.4,3.6334913112164413
Tierra Del Fuego,2022,1,98.29,-0.11178861788617711
Tucumán,2014,1,33.42,
Tucumán,2014,2,33.94,1.5559545182525225
Tucumán,2014,3,33.94,0.0
Tucumán,2014,4,35.32,4.065998821449623
Tucumán,2015,1,35.08,-0.6795016987542479
Tucumán,2015,2,35.69,1.7388825541619246
Tucumán,2015,3,36.61,2.577752871952943
Tucumán,2015,4,37.06,1.22917235727944
Tucumán,2016,1,36.72,-0.9174311926605561
Tucumán,2016,2,37.24,1.4161220043573008
Tucumán,2016,3,37.9,1.772287862513422
Tucumán,2016,4,37.98,0.21108179419524475
Tucumán,2017,1,37.9,-0.21063717746181432
Tucumán,2017,2,38.19,0.7651715039577844
Tucumán,2017,3,39.7,3.9539146373396283
Tucumán,2017,4,39.9,0.5037783375314797
Tucumán,2018,1,41.18,3.2080200501253264
Tucumán,2018,2,41.51,0.8013598834385682
Tucumán,2018,3,41.68,0.4095398699108799
Tucumán,2018,4,41.76,0.19193857965451588
Tucumán,2019,1,41.63,-0.31130268199233146
Tucumán,2019,2,40.14,-3.5791496516934918
Tucumán,2019,3,39.49,-1.619332336821122
Tucumán,2019,4,47.65,20.663459103570524
Tucumán,2020,1,47.85,0.41972717733473885
Tucumán,2020,2,51.78,8.213166144200624
Tucumán,2020,3,53.23,2.800308999613743
Tucumán,2020,4,54.78,2.91189179034379
Tucumán,2021,1,54.82,0.07301935012777871
Tucumán,2021,2,54.93,0.20065669463700253
Tucumán,2021,3,54.64,-0.5279446568359769
Tucumán,2021,4,55.93,2.3609077598828687
Tucumán,2022,1,57.39,2.610405864473453
